41.804062 9.530154 -80.759941 0.000000 0.000000  0
41.764584 9.545177 -80.821053 0.000000 0.000000  1
41.725052 9.560145 -80.882065 0.000000 0.000000  1
41.685474 9.575065 -80.942978 0.000000 0.000000  1
41.645847 9.589935 -81.003799 0.000000 0.000000  1
41.606174 9.604758 -81.064529 0.000000 0.000000  1
41.566448 9.619533 -81.125168 0.000000 0.000000  1
41.526672 9.634254 -81.185699 0.000000 0.000000  1
41.486855 9.648926 -81.246140 0.000000 0.000000  1
41.446980 9.663553 -81.306496 0.000000 0.000000  1
41.407059 9.678130 -81.366753 0.000000 0.000000  1
41.367092 9.692657 -81.426910 0.000000 0.000000  1
41.327072 9.707133 -81.486977 0.000000 0.000000  1
41.287003 9.721564 -81.546951 0.000000 0.000000  1
41.246887 9.735945 -81.606827 0.000000 0.000000  1
41.206722 9.750277 -81.666611 0.000000 0.000000  1
41.166504 9.764561 -81.726303 0.000000 0.000000  1
41.126240 9.778799 -81.785904 0.000000 0.000000  1
41.085926 9.792985 -81.845406 0.000000 0.000000  1
41.045559 9.807124 -81.904816 0.000000 0.000000  1
41.005146 9.821216 -81.964134 0.000000 0.000000  1
40.964684 9.835258 -82.023354 0.000000 0.000000  1
40.924171 9.849256 -82.082489 0.000000 0.000000  1
40.883606 9.863202 -82.141525 0.000000 0.000000  1
40.842995 9.877102 -82.200470 0.000000 0.000000  1
40.802334 9.890955 -82.259323 0.000000 0.000000  1
40.761620 9.904760 -82.318085 0.000000 0.000000  1
40.720856 9.918520 -82.376755 0.000000 0.000000  1
40.680046 9.932229 -82.435326 0.000000 0.000000  1
40.639183 9.945890 -82.493805 0.000000 0.000000  1
40.598270 9.959509 -82.552200 0.000000 0.000000  1
40.557308 9.973078 -82.610497 0.000000 0.000000  1
40.516296 9.986599 -82.668701 0.000000 0.000000  1
40.475231 10.000077 -82.726822 0.000000 0.000000  1
40.434116 10.013506 -82.784843 0.000000 0.000000  1
40.392956 10.026888 -82.842773 0.000000 0.000000  1
40.351742 10.040224 -82.900612 0.000000 0.000000  1
40.310474 10.053512 -82.958359 0.000000 0.000000  1
40.269161 10.066754 -83.016014 0.000000 0.000000  1
40.227798 10.079951 -83.073578 0.000000 0.000000  1
40.186378 10.093103 -83.131058 0.000000 0.000000  1
40.144913 10.106207 -83.188438 0.000000 0.000000  1
40.103397 10.119265 -83.245728 0.000000 0.000000  1
40.061829 10.132277 -83.302925 0.000000 0.000000  1
40.020210 10.145245 -83.360039 0.000000 0.000000  1
39.978539 10.158163 -83.417053 0.000000 0.000000  1
39.936821 10.171041 -83.473984 0.000000 0.000000  1
42.954590 10.692367 -85.883919 0.000000 0.000000  0
42.916519 10.679358 -85.820976 0.000000 0.000000  1
42.878498 10.666295 -85.757935 0.000000 0.000000  1
42.840534 10.653181 -85.694809 0.000000 0.000000  1
42.802628 10.640014 -85.631592 0.000000 0.000000  1
42.764771 10.626797 -85.568291 0.000000 0.000000  1
42.726967 10.613523 -85.504890 0.000000 0.000000  1
42.689220 10.600204 -85.441414 0.000000 0.000000  1
42.651527 10.586826 -85.377838 0.000000 0.000000  1
42.613884 10.573397 -85.314171 0.000000 0.000000  1
42.576302 10.559916 -85.250420 0.000000 0.000000  1
42.538769 10.546387 -85.186584 0.000000 0.000000  1
42.501286 10.532796 -85.122643 0.000000 0.000000  1
42.463860 10.519159 -85.058624 0.000000 0.000000  1
42.426491 10.505467 -84.994514 0.000000 0.000000  1
42.389172 10.491723 -84.930313 0.000000 0.000000  1
42.351902 10.477922 -84.866013 0.000000 0.000000  1
42.314690 10.464074 -84.801636 0.000000 0.000000  1
42.277531 10.450168 -84.737160 0.000000 0.000000  1
42.240421 10.436210 -84.672592 0.000000 0.000000  1
42.203369 10.422196 -84.607933 0.000000 0.000000  1
42.166367 10.408133 -84.543190 0.000000 0.000000  1
42.129421 10.394015 -84.478355 0.000000 0.000000  1
42.092522 10.379841 -84.413422 0.000000 0.000000  1
42.055679 10.365616 -84.348404 0.000000 0.000000  1
42.018887 10.351336 -84.283295 0.000000 0.000000  1
41.982147 10.337001 -84.218086 0.000000 0.000000  1
41.945461 10.322613 -84.152794 0.000000 0.000000  1
41.908829 10.308171 -84.087410 0.000000 0.000000  1
41.872246 10.293676 -84.021935 0.000000 0.000000  1
41.835712 10.279124 -83.956360 0.000000 0.000000  1
41.799236 10.264516 -83.890694 0.000000 0.000000  1
41.762810 10.249858 -83.824944 0.000000 0.000000  1
41.726433 10.235144 -83.759094 0.000000 0.000000  1
41.690113 10.220373 -83.693153 0.000000 0.000000  1
41.653843 10.205552 -83.627129 0.000000 0.000000  1
41.617622 10.190673 -83.561005 0.000000 0.000000  1
41.581451 10.175737 -83.494781 0.000000 0.000000  1
41.545338 10.160749 -83.428474 0.000000 0.000000  1
41.509274 10.145703 -83.362068 0.000000 0.000000  1
41.473255 10.130605 -83.295570 0.000000 0.000000  1
41.437294 10.115450 -83.228981 0.000000 0.000000  1
41.401382 10.100241 -83.162300 0.000000 0.000000  1
41.365520 10.084977 -83.095528 0.000000 0.000000  1
41.329708 10.069653 -83.028648 0.000000 0.000000  1
41.293953 10.054276 -82.961685 0.000000 0.000000  1
41.258244 10.038845 -82.894630 0.000000 0.000000  1
41.222584 10.023357 -82.827477 0.000000 0.000000  1
41.186977 10.007813 -82.760231 0.000000 0.000000  1
41.151421 9.992214 -82.692894 0.000000 0.000000  1
41.115913 9.976554 -82.625450 0.000000 0.000000  1
41.080456 9.960842 -82.557922 0.000000 0.000000  1
41.045052 9.945075 -82.490303 0.000000 0.000000  1
41.009693 9.929248 -82.422577 0.000000 0.000000  1
40.974392 9.913363 -82.354759 0.000000 0.000000  1
40.939137 9.897429 -82.286858 0.000000 0.000000  1
40.903931 9.881431 -82.218849 0.000000 0.000000  1
43.892487 10.398011 -84.496689 0.000000 0.000000  0
43.852787 10.411197 -84.557281 0.000000 0.000000  1
43.813034 10.424335 -84.617790 0.000000 0.000000  1
43.773228 10.437425 -84.678207 0.000000 0.000000  1
43.733368 10.450465 -84.738533 0.000000 0.000000  1
43.693459 10.463455 -84.798767 0.000000 0.000000  1
43.653492 10.476398 -84.858917 0.000000 0.000000  1
43.613472 10.489289 -84.918968 0.000000 0.000000  1
43.573402 10.502134 -84.978935 0.000000 0.000000  1
43.533276 10.514933 -85.038818 0.000000 0.000000  1
43.493095 10.527682 -85.098610 0.000000 0.000000  1
43.452866 10.540379 -85.158302 0.000000 0.000000  1
43.412579 10.553032 -85.217918 0.000000 0.000000  1
43.372238 10.565634 -85.277435 0.000000 0.000000  1
43.331848 10.578189 -85.336868 0.000000 0.000000  1
43.291401 10.590695 -85.396210 0.000000 0.000000  1
43.250896 10.603155 -85.455467 0.000000 0.000000  1
43.210342 10.615567 -85.514633 0.000000 0.000000  1
43.169735 10.627930 -85.573708 0.000000 0.000000  1
43.129070 10.640245 -85.632698 0.000000 0.000000  1
43.088356 10.652514 -85.691597 0.000000 0.000000  1
43.047585 10.664732 -85.750404 0.000000 0.000000  1
43.006760 10.676907 -85.809128 0.000000 0.000000  1
42.965878 10.689030 -85.867760 0.000000 0.000000  1
42.924946 10.701109 -85.926308 0.000000 0.000000  1
42.883957 10.713140 -85.984764 0.000000 0.000000  1
42.842911 10.725124 -86.043137 0.000000 0.000000  1
42.801815 10.737061 -86.101418 0.000000 0.000000  1
42.760662 10.748953 -86.159615 0.000000 0.000000  1
42.719456 10.760796 -86.217720 0.000000 0.000000  1
42.678192 10.772593 -86.275742 0.000000 0.000000  1
42.636875 10.784343 -86.333672 0.000000 0.000000  1
42.595505 10.796043 -86.391510 0.000000 0.000000  1
42.554073 10.807702 -86.449272 0.000000 0.000000  1
42.512592 10.819310 -86.506935 0.000000 0.000000  1
42.471058 10.830873 -86.564514 0.000000 0.000000  1
42.429466 10.842392 -86.622009 0.000000 0.000000  1
42.387817 10.853864 -86.679420 0.000000 0.000000  1
42.346115 10.865290 -86.736740 0.000000 0.000000  1
42.304356 10.876667 -86.793968 0.000000 0.000000  1
42.262543 10.887999 -86.851112 0.000000 0.000000  1
42.220673 10.899287 -86.908173 0.000000 0.000000  1
42.178749 10.910527 -86.965141 0.000000 0.000000  1
42.136768 10.921723 -87.022026 0.000000 0.000000  1
42.094730 10.932875 -87.078827 0.000000 0.000000  1
42.052639 10.943978 -87.135536 0.000000 0.000000  1
42.010490 10.955038 -87.192162 0.000000 0.000000  1
37.913105 10.727386 -86.054161 0.000000 0.000000  0
37.868881 10.738167 -86.106819 0.000000 0.000000  1
37.824604 10.748902 -86.159378 0.000000 0.000000  1
37.780273 10.759602 -86.211861 0.000000 0.000000  1
37.735889 10.770257 -86.264252 0.000000 0.000000  1
37.691452 10.780876 -86.316566 0.000000 0.000000  1
37.646961 10.791448 -86.368782 0.000000 0.000000  1
37.602421 10.801981 -86.420914 0.000000 0.000000  1
37.557823 10.812474 -86.472961 0.000000 0.000000  1
37.513172 10.822924 -86.524918 0.000000 0.000000  1
37.468468 10.833334 -86.576790 0.000000 0.000000  1
37.423710 10.843705 -86.628578 0.000000 0.000000  1
37.378899 10.854033 -86.680275 0.000000 0.000000  1
37.334034 10.864326 -86.731895 0.000000 0.000000  1
37.289116 10.874571 -86.783417 0.000000 0.000000  1
37.244144 10.884781 -86.834862 0.000000 0.000000  1
37.199120 10.894945 -86.886208 0.000000 0.000000  1
37.154041 10.905073 -86.937477 0.000000 0.000000  1
37.108906 10.915162 -86.988663 0.000000 0.000000  1
37.063721 10.925208 -87.039757 0.000000 0.000000  1
37.018478 10.935216 -87.090767 0.000000 0.000000  1
36.973183 10.945181 -87.141685 0.000000 0.000000  1
36.927834 10.955111 -87.192528 0.000000 0.000000  1
36.882431 10.964998 -87.243279 0.000000 0.000000  1
36.836975 10.974844 -87.293938 0.000000 0.000000  1
36.791462 10.984653 -87.344521 0.000000 0.000000  1
36.745899 10.994422 -87.395012 0.000000 0.000000  1
36.700279 11.004150 -87.445419 0.000000 0.000000  1
36.654606 11.013842 -87.495743 0.000000 0.000000  1
36.608879 11.023491 -87.545975 0.000000 0.000000  1
36.563095 11.033105 -87.596130 0.000000 0.000000  1
36.517262 11.042677 -87.646194 0.000000 0.000000  1
36.471367 11.052211 -87.696175 0.000000 0.000000  1
36.425423 11.061703 -87.746063 0.000000 0.000000  1
36.379425 11.071160 -87.795876 0.000000 0.000000  1
36.333370 11.080577 -87.845596 0.000000 0.000000  1
36.287262 11.089954 -87.895233 0.000000 0.000000  1
36.241100 11.099295 -87.944786 0.000000 0.000000  1
36.194881 11.108597 -87.994255 0.000000 0.000000  1
36.148609 11.117862 -88.043640 0.000000 0.000000  1
36.102280 11.127084 -88.092934 0.000000 0.000000  1
36.055897 11.136272 -88.142151 0.000000 0.000000  1
36.009464 11.145420 -88.191277 0.000000 0.000000  1
35.962971 11.154531 -88.240318 0.000000 0.000000  1
35.916424 11.163603 -88.289276 0.000000 0.000000  1
35.869823 11.172634 -88.338142 0.000000 0.000000  1
35.823166 11.181631 -88.386932 0.000000 0.000000  1
38.899940 11.624124 -90.963554 0.000000 0.000000  0
38.862637 11.614128 -90.900764 0.000000 0.000000  1
38.825390 11.604076 -90.837883 0.000000 0.000000  1
38.788208 11.593976 -90.774933 0.000000 0.000000  1
38.751083 11.583817 -90.711891 0.000000 0.000000  1
38.714020 11.573607 -90.648773 0.000000 0.000000  1
38.677013 11.563341 -90.585564 0.000000 0.000000  1
38.640068 11.553019 -90.522270 0.000000 0.000000  1
38.603184 11.542645 -90.458900 0.000000 0.000000  1
38.566357 11.532217 -90.395447 0.000000 0.000000  1
38.529591 11.521734 -90.331909 0.000000 0.000000  1
38.492886 11.511195 -90.268288 0.000000 0.000000  1
38.456234 11.500604 -90.204582 0.000000 0.000000  1
38.419643 11.489956 -90.140793 0.000000 0.000000  1
